0.5*wheelbase (m)	Axle to Wall Distance (m)	Frame to Wall Distance (m)	Steering Angle (°)	Steering Angle (rad)	Speed (m/s)	Steering Radius (m)	Axle to Center Distance (m)	Wall to Center Distance (m)	Alpha (°)	Beta (°)	Arc Length (m)	Time (s)
5.0	0.9	0.5	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	0.5	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	0.6	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	0.6	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	0.7	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	0.7	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	0.8	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	0.8	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	0.9	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	0.9	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.4	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.4	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.5	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.5	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.6	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.6	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.7	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.7	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.8	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.8	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	1.9	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	1.9	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	2.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	2.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	2.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	2.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	2.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	2.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	2.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	2.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	0.9	2.4	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.822534602547792	56.12303993072611	8.876960069273892	1.8330038571777705	0.32292133460334715
5.0	0.9	2.4	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.837387097273114	61.41748232431511	8.58251767568489	2.1898299628609945	0.3762353516281419
5.0	1.0	0.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.4	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.4	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.5	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.5	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.6	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.6	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.7	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.7	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.8	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.8	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	0.9	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	0.9	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.4	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.4	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.5	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.5	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.6	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.6	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.7	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.7	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.8	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.8	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	1.9	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	1.9	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	2.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	2.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	2.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	2.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	2.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	2.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	2.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	2.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.0	2.4	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.722534602547793	55.26379333936564	9.736206660634359	2.0104297218814087	0.3510010018334715
5.0	1.0	2.4	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.737387097273114	60.60872923670783	9.39127076329217	2.396183367621962	0.4075220293285201
5.0	1.1	0.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.4	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.4	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.5	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.5	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.6	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.6	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.7	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.7	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.8	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.8	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	0.9	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	0.9	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.4	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.4	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.5	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.5	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.6	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.6	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.7	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.7	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.8	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.8	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	1.9	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	1.9	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	2.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	2.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	2.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	2.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	2.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	2.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	2.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	2.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.1	2.4	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.622534602547793	54.422743437522115	10.577256562477885	2.1840981514031683	0.378136709086277
5.0	1.1	2.4	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.637387097273114	59.81975528867131	10.18024471132869	2.597490123589608	0.437617680024657
5.0	1.2	0.0	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.522534602547793	53.598610336711474	11.401389663288526	2.354273429969826	0.4044227616022107
5.0	1.2	0.0	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.537387097273115	59.04903707545975	10.95096292454025	2.7941389275874022	0.4666498273996645
5.0	1.2	0.1	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.522534602547793	53.598610336711474	11.401389663288526	2.354273429969826	0.4044227616022107
5.0	1.2	0.1	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.537387097273115	59.04903707545975	10.95096292454025	2.7941389275874022	0.4666498273996645
5.0	1.2	0.2	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.522534602547793	53.598610336711474	11.401389663288526	2.354273429969826	0.4044227616022107
5.0	1.2	0.2	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.537387097273115	59.04903707545975	10.95096292454025	2.7941389275874022	0.4666498273996645
5.0	1.2	0.3	25.0	0.4363323129985824	5.0	11.831007915762493	10.722534602547793	9.522534602547793	53.598610336711474	11.401389663288526	2.354273429969826	0.4044227616022107
5.0	1.2	0.3	20.0	0.3490658503988659	5.0	14.619022000815438	13.737387097273114	12.537387097273115	59.04903707545975	10.95096292454025	2.7941389275874022	0.4666498273996645
