timestamp,can_id,dlc,flags,can_data
2026-01-03T16:16:49.006717,0x123,4,0,11223300
timestamp,can_id,dlc,flags,can_data
2026-01-03T16:16:50.011660,0x123,4,0,11223300
2026-01-03T16:16:51.021845,0x123,4,0,11223300
2026-01-03T16:16:52.006880,0x123,4,0,11223300
2026-01-03T16:16:53.022693,0x123,4,0,11223300
